File,aid,Date,0,2,3,8,17,25,65,73,81,89,129,137,145,153
QC_Day_2019108_aid0001,aid0001,2019-04-18,595925,129312,34183,157.0,285011.0,5.0,110944,674.0,54164,,,,5139,
QC_Day_2019109_aid0001,aid0001,2019-04-19,211862,476898,34183,192.0,114556.0,,249072,1476.0,109638,3.0,1509.0,6.0,16119,
QC_Day_2019110_aid0001,aid0001,2019-04-20,132410,687799,34183,10.0,194205.0,,75368,200.0,77824,,,,13515,
QC_Day_2019111_aid0001,aid0001,2019-04-21,344401,450403,34183,3712.0,125879.0,9.0,153092,4103.0,81943,3.0,57.0,,17729,
QC_Day_2019112_aid0001,aid0001,2019-04-22,510371,222296,34183,1587.0,184235.0,,152375,2717.0,97324,2.0,32.0,,10392,
QC_Day_2019113_aid0001,aid0001,2019-04-23,465283,255926,34183,349.0,212855.0,5.0,145438,401.0,93081,3.0,,,7990,
QC_Day_2019114_aid0001,aid0001,2019-04-24,643692,62333,34183,960.0,281431.0,1.0,124574,2654.0,65122,,188.0,,376,
QC_Day_2019115_aid0001,aid0001,2019-04-25,553684,145231,34183,244.0,253234.0,1.0,134105,466.0,91722,2.0,,,2642,
QC_Day_2019116_aid0001,aid0001,2019-04-26,567261,148303,34183,1934.0,288077.0,,124190,2503.0,44568,,3009.0,,1486,
QC_Day_2019117_aid0001,aid0001,2019-04-27,602992,160482,34183,606.0,212938.0,,109653,1262.0,83818,1.0,1.0,,9578,
QC_Day_2019118_aid0001,aid0001,2019-04-28,563268,325988,34183,3036.0,81216.0,5.0,113376,1325.0,83436,,499.0,,9182,
QC_Day_2019119_aid0001,aid0001,2019-04-29,514917,437570,34183,880.0,56289.0,,131738,2158.0,34407,,1.0,,3371,
QC_Day_2019120_aid0001,aid0001,2019-04-30,272580,666897,34183,1623.0,67849.0,7.0,133790,2031.0,33086,10.0,,,3458,
QC_Day_2019121_aid0001,aid0001,2019-05-01,643979,117529,34183,2954.0,191259.0,3.0,109148,4406.0,105329,,,,6724,
QC_Day_2019122_aid0001,aid0001,2019-05-02,599226,301442,34183,1164.0,157266.0,1.0,81146,956.0,37878,4.0,128.0,,2120,
QC_Day_2019123_aid0001,aid0001,2019-05-03,509405,280506,34183,630.0,161441.0,1.0,132914,1892.0,89468,,1669.0,,3405,
QC_Day_2019124_aid0001,aid0001,2019-05-04,706582,79616,34183,281.0,231183.0,,76542,497.0,85586,1.0,3.0,,1040,
QC_Day_2019125_aid0001,aid0001,2019-05-05,539222,251333,34183,906.0,152254.0,,148130,2158.0,78735,,1072.0,,7521,
QC_Day_2019126_aid0001,aid0001,2019-05-06,597070,200886,34183,328.0,182314.0,,104852,639.0,84995,,7.0,,10240,
QC_Day_2019127_aid0001,aid0001,2019-05-07,395149,469465,34183,334.0,70980.0,,142145,1084.0,90400,,360.0,,11413,1.0
QC_Day_2019128_aid0001,aid0001,2019-05-08,434362,274503,34183,628.0,203749.0,1.0,171079,724.0,82177,,,,14108,
QC_Day_2019129_aid0001,aid0001,2019-05-09,342895,608607,34183,98.0,26827.0,,152631,606.0,40308,,992.0,,8367,
QC_Day_2019130_aid0001,aid0001,2019-05-10,559481,447603,34183,559.0,30544.0,,83194,2149.0,49557,,298.0,,7946,
QC_Day_2019131_aid0001,aid0001,2019-05-11,688687,193035,34183,250.0,101802.0,,66830,175.0,118503,1.0,422.0,,11626,
QC_Day_2019132_aid0001,aid0001,2019-05-12,593971,135585,34183,568.0,234174.0,2.0,119344,513.0,91282,1.0,498.0,,5393,
QC_Day_2019133_aid0001,aid0001,2019-05-13,372651,377504,34183,41.0,230619.0,,106206,155.0,85963,,5.0,,8187,
QC_Day_2019134_aid0001,aid0001,2019-05-14,34013,896445,34183,56.0,59015.0,,96707,84.0,81130,,4203.0,,9678,
QC_Day_2019135_aid0001,aid0001,2019-05-15,43076,982925,34183,2.0,35343.0,,27195,32.0,75737,,,,17021,
QC_Day_2019136_aid0001,aid0001,2019-05-16,2498,1119823,34183,1.0,1289.0,,16768,333.0,26496,,855.0,,13268,
QC_Day_2019137_aid0001,aid0001,2019-05-17,79968,863673,34183,74.0,119096.0,,31634,705.0,75883,1.0,,,10297,
QC_Day_2019138_aid0001,aid0001,2019-05-18,28033,1012662,34183,9.0,55481.0,,31652,65.0,51125,,176.0,,2128,
QC_Day_2019139_aid0001,aid0001,2019-05-19,13985,1065581,34183,,16192.0,,35398,347.0,43085,,1.0,,6742,
QC_Day_2019140_aid0001,aid0001,2019-05-20,120749,771668,34183,230.0,65123.0,,147443,415.0,65614,1.0,6.0,,10082,
QC_Day_2019141_aid0001,aid0001,2019-05-21,44248,866671,34183,1.0,112189.0,,67362,409.0,83605,5.0,16.0,,6825,
QC_Day_2019142_aid0001,aid0001,2019-05-22,48103,969070,34183,3.0,4120.0,,100564,323.0,48553,,,,10595,
QC_Day_2019143_aid0001,aid0001,2019-05-23,141701,823050,34183,4.0,25917.0,,163800,274.0,22984,,7.0,,3594,
